Angles,Carriage,SID,FX,FY,FZ,DetX,DetY,FXCorr,FYCorr,FZCorr,DetXCorr,DetYCorr
-19.1,59.80000000000018,1104.0,-301.4485604729305,0.0,1043.223599021914,-153.1720027446745,-212.97200274467468,-303.87686650010613,1.6038660189519758,1051.0524646876056,-153.99436630437359,-213.32293404251843
-18.4,57.600000000000136,1104.0,-290.8765367896009,0.0,1047.5591168555243,-155.37200274467455,-212.97200274467468,-293.31728333710305,1.3809506966760419,1055.2589987442625,-156.31072263419424,-213.31386365861917
-17.8,55.40000000000009,1104.0,-282.08761667926854,0.0,1051.150849587321,-157.5720027446746,-212.97200274467468,-284.34922076038515,2.127837356806235,1059.7801593974878,-158.29539441683806,-213.35864245619933
-17.1,53.200000000000045,1104.0,-271.42051905646355,0.0,1055.1954883373564,-159.77200274467464,-212.97200274467468,-273.1075309888739,1.313789629628201,1061.097842043131,-160.35683194880448,-213.25231591421328
-16.4,51.0,1104.0,-260.7049683545356,0.0,1059.0826278922234,-161.97200274467468,-212.97200274467468,-263.30100551943764,1.1261637942428997,1065.577197324453,-162.62519936417664,-213.19548722883184
-15.8,49.0,1104.0,-251.5973927327941,0.0,1062.288664856331,-163.97200274467468,-212.97200274467468,-252.26923921019971,0.8690297526403448,1065.7072591174385,-164.40063640473954,-213.18953219811334
-15.1,46.80000000000018,1104.0,-240.7969775414836,0.0,1065.8817844906646,-166.1720027446745,-212.97200274467468,-241.20196131958932,1.2488334545218227,1069.2172543325482,-166.58553437939472,-213.232881575759
-14.5,44.700000000000045,1104.0,-231.7195244761033,0.0,1068.834994977431,-168.27200274467464,-212.97200274467468,-230.87799091318644,1.2262268550841076,1072.532249747931,-168.67209634321446,-213.23314745924748
-13.8,42.5,1104.0,-220.8409371667533,0.0,1072.1322450202383,-170.47200274467468,-212.97200274467468,-221.49379504626324,1.41408554505447,1075.3095704273694,-170.72469461622984,-213.19059559598233
-13.1,40.30000000000018,1104.0,-209.92304341028776,0.0,1075.2694678760731,-172.6720027446745,-212.97200274467468,-209.62294784534163,1.1199457360658762,1076.8782959752255,-173.03302576330825,-213.13687802605023
-12.5,38.100000000000136,1104.0,-200.84933378766544,0.0,1077.8307918604064,-174.87200274467455,-212.97200274467468,-199.80326716450915,0.4860101817672058,1079.9024576379525,-175.01835051054277,-213.0593585446726
-11.8,36.100000000000136,1104.0,-189.6636412333364,0.0,1080.6695971929003,-176.87200274467455,-212.97200274467468,-189.24403230719227,1.0613128366325189,1082.0203779975084,-176.97461402495523,-213.1395226383871
-11.1,34.0,1104.0,-178.5442510446018,0.0,1083.3471010474386,-178.97200274467468,-212.97200274467468,-178.90737447062855,1.0983741874474688,1082.890329572719,-178.96393645154504,-213.13834067059437
-10.5,32.0,1104.0,-169.18802014333082,0.0,1085.5134179506058,-180.97200274467468,-212.97200274467468,-167.8749876553105,1.6521946224970692,1084.3958190578285,-181.12204002244877,-213.20755450510256
-9.8,29.90000000000009,1104.0,-158.01128707929985,0.0,1087.8903199257732,-183.0720027446746,-212.97200274467468,-157.43183927354505,1.4510147773412525,1086.934715731628,-183.1368670167399,-213.21278402564138
-9.1,27.800000000000182,1104.0,-146.80650624894963,0.0,1090.1048426530062,-185.1720027446745,-212.97200274467468,-148.25651221406576,0.833461124967807,1091.0399039451252,-185.08617298061324,-213.18028078127605
-8.5,25.700000000000045,1104.0,-137.48158988709008,0.0,1091.8735131515562,-187.27200274467464,-212.97200274467468,-137.82020541742236,0.8088467559401974,1093.3277430690982,-187.09452528006267,-213.13953328649546
-7.8,23.700000000000045,1104.0,-126.129991967472,0.0,1093.7856158804736,-189.27200274467464,-212.97200274467468,-126.9719983626596,0.41702865993645843,1095.2350117655026,-189.17280263634433,-213.03703976223014
-7.1,21.600000000000136,1104.0,-114.8560303215038,0.0,1095.5344594255796,-191.37200274467455,-212.97200274467468,-116.62198207234474,0.6579626593390433,1099.5542829888288,-191.39056545876352,-213.14594478292526
-6.5,19.600000000000136,1104.0,-105.37634799976888,0.0,1096.9033286669526,-193.37200274467455,-212.97200274467468,-105.93588552588999,0.24321132452831168,1099.5536708388943,-193.3924075344304,-213.02019923367706
-5.8,17.600000000000136,1104.0,-93.96615208997262,0.0,1098.3483025469823,-195.37200274467455,-212.97200274467468,-94.50308625608604,0.29605146790447867,1099.8002250710033,-195.3750126367115,-213.06327274034683
-5.2,15.600000000000136,1104.0,-84.45836853834916,0.0,1099.4563760720312,-197.37200274467455,-212.97200274467468,-83.31278902318408,0.4927661490129507,1101.3074950454804,-197.26065687279387,-213.0902221294839
-4.5,13.600000000000136,1104.0,-73.01884168354069,0.0,1100.5967364413732,-199.37200274467455,-212.97200274467468,-73.65554694145911,0.4383408192821573,1103.8429964198272,-199.25912772504452,-213.05036889643034
-3.8,11.600000000000136,1104.0,-61.566386041600026,0.0,1101.5728209944232,-201.37200274467455,-212.97200274467468,-62.78283425851994,0.15783439324857634,1102.9594108804777,-201.34234681665583,-212.99377683793824
-3.2,9.600000000000136,1104.0,-52.0269415124527,0.0,1102.278603656907,-203.37200274467455,-212.97200274467468,-51.640274240620336,0.16329251757306626,1103.2982125752499,-203.28679021611075,-213.00733256957145
-2.5,7.600000000000136,1104.0,-40.555803651330805,0.0,1102.949236626371,-205.37200274467455,-212.97200274467468,-40.09378373287179,0.15686979894088446,1104.7924146053672,-205.50425695869774,-213.03418148594014
-1.9,5.600000000000136,1104.0,-31.00331694093287,0.0,1103.3930383997,-207.37200274467455,-212.97200274467468,-30.083133720110155,0.3334813674702652,1104.7339468148482,-207.42483247560833,-213.04258627161707
-1.2,3.5,1104.0,-19.62043155122608,0.0,1103.7578745562294,-209.47200274467468,-212.97200274467468,-19.500008165989293,-0.015403050719456052,1104.8972406240046,-209.49498449829588,-212.97671981427806
-0.5,1.5,1104.0,-8.134095190204825,0.0,1103.9579630628452,-211.47200274467468,-212.97200274467468,-8.30520737451635,-0.5266863351464767,1104.7937600548948,-211.41375835122167,-212.84873023886638
0.1,-0.2999999999999545,1104.0,1.6268425159517783,0.0,1103.9983185122696,-213.27200274467464,-212.97200274467468,2.803777145425334,0.1564853702249894,1104.524752715709,-213.2415193822159,-212.99242303264342
0.8,-2.2999999999999545,1104.0,13.114247094416426,0.0,1103.8923865062718,-215.27200274467464,-212.97200274467468,13.114247094416426,0.0,1103.8923865062718,-215.27200274467464,-212.97200274467468
1.5,-4.2999999999999545,1104.0,24.599350931892,0.0,1103.6216867730152,-217.27200274467464,-212.97200274467468,23.99210424684787,0.0007772344995444728,1103.9978575689775,-217.37956956439166,-212.9762700172173
2.1,-6.399999999999864,1104.0,34.05465441203827,0.0,1103.2585467316364,-219.37200274467455,-212.97200274467468,35.126998584309476,-0.2977438299487308,1102.8647942750063,-219.2654737053856,-212.92843135322576
2.8,-8.399999999999864,1104.0,45.53014585435717,0.0,1102.6819756249433,-221.37200274467455,-212.97200274467468,45.617922547729556,-0.33013911232487325,1102.063268796435,-221.23834379668028,-212.9161073934745
3.5,-10.299999999999955,1104.0,57.09758764648204,0.0,1101.940817457741,-223.27200274467464,-212.97200274467468,56.15093844377631,-0.23680293845861292,1101.9737595574331,-223.314030396817,-212.9445709139847
4.1,-12.299999999999955,1104.0,66.6331785432853,0.0,1101.174624355762,-225.27200274467464,-212.97200274467468,65.67146865905117,-0.643374642686891,1100.2475169375675,-225.13416638212948,-212.8446771001636
4.8,-14.199999999999818,1104.0,78.18033903887647,0.0,1100.128116611453,-227.1720027446745,-212.97200274467468,77.25151089201957,-0.4927690256502671,1099.3975460991749,-227.00233801314633,-212.86824517715206
5.4,-16.199999999999818,1104.0,87.69557790363999,0.0,1099.1004089218004,-229.1720027446745,-212.97200274467468,87.9294284633151,-0.28513092518279254,1097.4152001573316,-228.96758978926368,-212.87315696715663
6.1,-18.299999999999955,1104.0,99.01553475520147,0.0,1097.749090323058,-231.27200274467464,-212.97200274467468,97.67984378320426,-0.8605277585314743,1096.1963706846113,-231.13895814257106,-212.79200516295103
6.8,-20.399999999999864,1104.0,110.3179810103772,0.0,1096.2339209496167,-233.37200274467455,-212.97200274467468,107.53884172954356,-0.6356779066362795,1094.7871225326128,-233.2241218546802,-212.87033426429653
7.5,-22.299999999999955,1104.0,121.80091621093698,0.0,1094.5551269566868,-235.27200274467464,-212.97200274467468,119.08443221230364,-0.7645958420121135,1092.4937000303553,-235.26546977983222,-212.8485550313646
8.1,-24.199999999999818,1104.0,131.3549600590914,0.0,1092.9861181190795,-237.1720027446745,-212.97200274467468,130.44565534555304,-1.0720057413603832,1091.4706661000364,-237.13925025079877,-212.78884882976052
8.8,-26.399999999999864,1104.0,142.4963632575782,0.0,1091.0041331169944,-239.37200274467455,-212.97200274467468,139.54561592272975,-0.5490452090459823,1089.8461385320602,-239.1793330272784,-212.9107410370638
9.5,-28.5,1104.0,153.7125568701881,0.0,1088.8593040971034,-241.47200274467468,-212.97200274467468,148.87296421116363,-0.9563749041585804,1087.2131359798802,-241.37541764050505,-212.86066715333183
10.1,-30.5,1104.0,163.10486560555378,0.0,1086.891510691778,-243.47200274467468,-212.97200274467468,159.19453942493658,-0.797606321542654,1085.9766566280177,-243.04275672948535,-212.871320350719
10.8,-32.399999999999864,1104.0,174.46897130264009,0.0,1084.4451248044722,-245.37200274467455,-212.97200274467468,169.46977637325358,-1.068468631733133,1083.4952971201826,-244.99095670837815,-212.84001172048866
11.4,-34.5,1104.0,183.71370377855533,0.0,1082.219376782381,-247.47200274467468,-212.97200274467468,178.9184420888134,-0.8896383123268522,1081.821988433863,-247.03207944094257,-212.87724857155087
12.1,-36.5,1104.0,194.91889344581926,0.0,1079.4726933815011,-249.47200274467468,-212.97200274467468,189.2973923770773,-1.2553472166259658,1077.6365503373083,-249.21750681875238,-212.7618317458979
12.8,-38.5,1104.0,206.0895413718919,0.0,1076.564887153342,-251.47200274467468,-212.97200274467468,199.84640089512177,-1.0497509782501564,1070.8769659424063,-251.35147408130442,-212.724985490734
13.4,-40.69999999999982,1104.0,215.14968545754988,0.0,1073.9445695431739,-253.6720027446745,-212.97200274467468,210.41023587707505,-0.8951366217762664,1067.2894269366657,-253.36666243069558,-212.71928637767195
14.1,-42.799999999999955,1104.0,226.15097301176888,0.0,1070.7387048743603,-255.77200274467464,-212.97200274467468,219.60754421105088,-0.8510802993655421,1065.1336831365343,-255.43946200983171,-212.81315773821993
14.7,-44.799999999999955,1104.0,235.3487708216254,0.0,1067.863599064568,-257.77200274467464,-212.97200274467468,228.90521263076758,-1.0777568003071567,1061.9831375542437,-257.57438965168427,-212.74029614056363
15.4,-46.799999999999955,1104.0,246.37395370543703,0.0,1064.3613262744575,-259.77200274467464,-212.97200274467468,238.8718318446071,-1.0575854899943247,1058.649827663174,-259.648184221102,-212.8229743377101
16.0,-49.0,1104.0,255.30364082196706,0.0,1061.232912315904,-261.9720027446747,-212.97200274467468,249.46548847733447,-0.5584574487238041,1054.4927032806147,-261.831016122208,-212.8617158867005
16.7,-51.09999999999991,1104.0,266.14601391408206,0.0,1057.4360343092276,-264.0720027446746,-212.97200274467468,258.6791270257896,-0.8805657002582201,1050.4168214743138,-263.85586753886105,-212.73934623989956
17.4,-53.299999999999955,1104.0,276.84103465071973,0.0,1053.4813226819697,-266.27200274467464,-212.97200274467468,267.7460203208059,-1.3575435381346068,1046.631145384781,-266.22054802610774,-212.67322708972844
18.0,-55.399999999999864,1104.0,285.75476178994205,0.0,1049.9663939898494,-268.37200274467455,-212.97200274467468,277.6254702942282,-1.4968150782539598,1044.8304009382075,-268.22272802806657,-212.6099375796799
18.7,-57.59999999999991,1104.0,296.3567416065867,0.0,1045.7201466316158,-270.5720027446746,-212.97200274467468,287.7800974222524,-1.0393618070441377,1037.7335648657636,-270.5603049299309,-212.7127871463686
19.4,-59.799999999999955,1104.0,306.9058895996085,0.0,1041.3178143741516,-272.77200274467464,-212.97200274467468,297.86775677115185,-1.2179910936488823,1034.799455730395,-272.81983310334806,-212.7066252144116
20.0,-62.0,1104.0,315.59023823153825,0.0,1037.4206533476429,-274.9720027446747,-212.97200274467468,306.2619947778529,-1.3488181291343722,1031.0227771496682,-274.93321567774393,-212.6683663957988
